"ClientId","DataUltimaTransacao"
350516,2019-10-03
350517,2019-10-25
350518,2019-10-21
350519,2019-10-16
350520,2019-10-23
350521,2019-10-19
350522,2019-10-11
350523,2019-10-24
350524,2019-10-28
350525,2019-10-09
350526,2019-10-18
350527,2019-10-25
350528,2019-10-10
350529,2019-10-18
350530,2019-10-21
350531,2019-10-17
350532,2019-08-28
350533,2019-10-30
350534,2019-10-27
350535,2019-08-29
350536,2019-10-03
350537,2019-10-12
350538,2019-10-30
350539,2019-10-21
350540,2019-10-23
350541,2019-10-13
350542,2019-09-12
350543,2019-10-15
350544,2019-10-07
350545,2019-10-14
350546,2019-10-17
350547,2019-10-12
350548,2019-08-17
350549,2019-07-03
350550,2019-10-22
350551,2019-10-12
350552,2019-10-22
350553,2019-10-24
350554,2019-10-03
350555,2019-10-01
350556,2019-09-14
350557,2019-10-21
350558,2019-10-25
350559,2019-10-04
350560,2019-07-10
350561,2019-10-11
350562,2019-07-24
350563,2019-10-10
350564,2019-10-14
350565,2019-07-31
350566,2019-10-06
350567,2019-10-15
350568,2019-10-05
350569,2019-10-06
350570,2019-09-28
350571,2019-10-02
350572,2019-09-23
350573,2019-10-05
350574,2019-10-20
350575,2019-07-28
350576,2019-10-25
350577,2019-10-19
350578,2019-07-22
350579,2019-09-30
350580,2019-10-24
350581,2019-08-09
350582,2019-10-10
350583,2019-10-06
350584,2019-10-25
350585,2019-10-23
350586,2019-07-11
350587,2019-07-07
350588,2019-07-12
350589,2019-10-24
350590,2019-10-16
350591,2019-10-30
350592,2019-08-02
350593,2019-08-12
350594,2019-10-29
350595,2019-10-24
350596,2019-08-03
350597,2019-10-20
350598,2019-10-27
350599,2019-09-06
350600,2019-10-03
350601,2019-09-04
350602,2019-10-13
350603,2019-10-04
350604,2019-10-23
350605,2019-10-05
350606,2019-10-06
350607,2019-10-19
350608,2019-10-21
350609,2019-10-12
350610,2019-10-16
350611,2019-10-08
350612,2019-10-26
350613,2019-10-09
350614,2019-10-18
350615,2019-10-21
350616,2019-10-09
350617,2019-10-11
350618,2019-10-03
350619,2019-10-05
350620,2019-10-04
350621,2019-10-08
350622,2019-10-04
350623,2019-10-01
350624,2019-10-12
350625,2019-08-27
350626,2019-10-19
350627,2019-10-29
350628,2019-10-17
350629,2019-10-27
350630,2019-10-19
350631,2019-10-09
350632,2019-10-05
350633,2019-10-16
350634,2019-10-21
350635,2019-08-04
350636,2019-10-22
350637,2019-10-07
350638,2019-10-23
350639,2019-10-03
350640,2019-10-08
350641,2019-10-27
350642,2019-10-13
350643,2019-10-26
350644,2019-10-24
350645,2019-10-24
350646,2019-10-14
350647,2019-10-10
350648,2019-10-21
350649,2019-10-20
350650,2019-08-05
350651,2019-10-27
350652,2019-10-11
350653,2019-07-28
350654,2019-10-03
350655,2019-07-08
350656,2019-08-12
350657,2019-10-19
350658,2019-10-17
350659,2019-10-22
350660,2019-08-06
350661,2019-09-03
350662,2019-10-21
350663,2019-10-07
350664,2019-10-11
350665,2019-10-12
350666,2019-10-01
350667,2019-08-23
350668,2019-10-08
350669,2019-10-29
350670,2019-10-07
350671,2019-09-18
350672,2019-10-04
350673,2019-08-03
350674,2019-10-06
350675,2019-10-06
350676,2019-10-28
350677,2019-10-11
350678,2019-10-02
350679,2019-10-11
350680,2019-10-28
350681,2019-10-16
350682,2019-09-26
350683,2019-07-09
350684,2019-10-04
350685,2019-10-29
350686,2019-10-07
350687,2019-10-24
350688,2019-10-20
350689,2019-10-16
350690,2019-10-09
350691,2019-10-14
350692,2019-10-01
350693,2019-08-03
350694,2019-10-17
350695,2019-07-19
350696,2019-10-18
350697,2019-10-27
350698,2019-10-10
350699,2019-10-14
350700,2019-10-06
350701,2019-10-30
350702,2019-09-07
350703,2019-10-24
350704,2019-10-26
350705,2019-07-01
350706,2019-10-22
350707,2019-08-15
350708,2019-10-24
350709,2019-10-20
350710,2019-10-21
350711,2019-08-14
350712,2019-10-13
350713,2019-10-14
350714,2019-10-24
350715,2019-10-25
350716,2019-10-03
350717,2019-10-01
350718,2019-10-16
350719,2019-10-10
350720,2019-10-09
350721,2019-10-14
350722,2019-10-20
350723,2019-10-08
350724,2019-10-14
350725,2019-10-15
350726,2019-10-11
350727,2019-10-14
350728,2019-10-05
350729,2019-10-23
350730,2019-10-19
350731,2019-10-05
350732,2019-10-19
350733,2019-10-27
350734,2019-10-18
350735,2019-08-22
350736,2019-10-27
350737,2019-10-26
350738,2019-10-11
350739,2019-10-22
350740,2019-10-25
350741,2019-10-27
350742,2019-10-04
350743,2019-10-06
350744,2019-10-17
350745,2019-08-22
350746,2019-10-24
350747,2019-10-14
350748,2019-10-22
350749,2019-10-15
350750,2019-07-01
350751,2019-10-03
350752,2019-10-26
350753,2019-09-01
350754,2019-10-11
350755,2019-09-19
350756,2019-10-27
350757,2019-10-19
350758,2019-10-17
350759,2019-10-21
350760,2019-10-20
350761,2019-10-09
350762,2019-10-06
350763,2019-10-18
350764,2019-10-15
350765,2019-10-07
350766,2019-10-02
350767,2019-10-12
350768,2019-10-29
350769,2019-10-20
350770,2019-09-25
350771,2019-10-03
350772,2019-10-29
350773,2019-10-30
350774,2019-10-30
350775,2019-10-11
350776,2019-10-22
350777,2019-10-13
350778,2019-10-17
350779,2019-10-01
350780,2019-09-09
350781,2019-10-29
350782,2019-08-21
350783,2019-07-14
350784,2019-10-21
350785,2019-10-02
350786,2019-10-27
350787,2019-10-17
350788,2019-09-12
350789,2019-10-15
350790,2019-10-19
350791,2019-10-24
350792,2019-10-02
350793,2019-10-22
350794,2019-10-01
350795,2019-10-18
350796,2019-10-27
350797,2019-10-06
350798,2019-10-01
350799,2019-07-19
350800,2019-09-09
350801,2019-09-20
350802,2019-08-17
350803,2019-09-16
350804,2019-10-12
350805,2019-10-16
350806,2019-10-01
350807,2019-10-20
350808,2019-10-04
350809,2019-10-06
350810,2019-07-18
350811,2019-09-04
350812,2019-10-04
350813,2019-10-18
350814,2019-10-30
350815,2019-10-13
350816,2019-10-17
350817,2019-07-29
350818,2019-10-06
350819,2019-10-15
350820,2019-10-18
350821,2019-10-12
350822,2019-10-16
350823,2019-09-05
350824,2019-07-27
350825,2019-10-18
350826,2019-10-17
350827,2019-10-17
350828,2019-10-30
350829,2019-10-04
350830,2019-10-13
350831,2019-10-26
350832,2019-09-21
350833,2019-10-10
350834,2019-10-19
350835,2019-10-29
350836,2019-10-06
350837,2019-09-07
350838,2019-10-13
350839,2019-07-06
350840,2019-08-09
350841,2019-10-02
350842,2019-10-27
350843,2019-10-08
350844,2019-10-04
350845,2019-10-23
350846,2019-09-11
350847,2019-10-13
350848,2019-07-26
350849,2019-10-25
350850,2019-10-07
350851,2019-10-03
350852,2019-10-13
350853,2019-09-10
350854,2019-10-10
350855,2019-10-13
350856,2019-10-18
350857,2019-10-09
350858,2019-09-07
350859,2019-10-28
350860,2019-10-04
350861,2019-10-01
350862,2019-10-02
350863,2019-10-28
350864,2019-08-19
350865,2019-08-07
350866,2019-10-27
350867,2019-10-01
350868,2019-10-26
350869,2019-10-19
350870,2019-10-27
350871,2019-10-18
350872,2019-10-17
350873,2019-10-29
350874,2019-08-28
350875,2019-09-23
350876,2019-10-26
350877,2019-10-12
350878,2019-09-03
350879,2019-10-13
350880,2019-10-27
350881,2019-10-18
350882,2019-09-08
350883,2019-10-15
350884,2019-10-30
350885,2019-10-18
350886,2019-10-09
350887,2019-10-21
350888,2019-10-05
350889,2019-10-13
350890,2019-10-17
350891,2019-10-03
350892,2019-10-06
350893,2019-08-30
350894,2019-09-17
350895,2019-10-12
350896,2019-10-02
350897,2019-10-01
350898,2019-10-12
350899,2019-08-13
350900,2019-10-14
350901,2019-10-19
350902,2019-10-25
350903,2019-10-17
350904,2019-08-15
350905,2019-08-25
350906,2019-07-12
350907,2019-08-13
350908,2019-10-21
350909,2019-10-10
350910,2019-10-04
350911,2019-10-25
350912,2019-10-20
350913,2019-10-02
350914,2019-10-07
350915,2019-08-23
350916,2019-08-09
350917,2019-10-16
350918,2019-09-21
350919,2019-10-25
350920,2019-10-23
350921,2019-08-18
350922,2019-10-24
350923,2019-10-30
350924,2019-08-31
350925,2019-10-02
350926,2019-10-03
350927,2019-09-20
350928,2019-10-10
350929,2019-10-02
350930,2019-10-24
350931,2019-08-22
350932,2019-10-20
350933,2019-10-24
350934,2019-10-29
350935,2019-10-30
350936,2019-07-16
350937,2019-08-27
350938,2019-09-30
350939,2019-09-29
350940,2019-10-04
350941,2019-10-13
350942,2019-10-22
350943,2019-10-08
350944,2019-10-18
350945,2019-10-04
350946,2019-10-11
350947,2019-10-17
350948,2019-10-11
350949,2019-10-29
350950,2019-10-04
350951,2019-10-10
350952,2019-10-15
350953,2019-08-14
350954,2019-08-05
350955,2019-10-24
350956,2019-08-19
350957,2019-10-06
350958,2019-08-14
350959,2019-10-04
350960,2019-09-16
350961,2019-10-19
350962,2019-10-20
350963,2019-10-17
350964,2019-10-23
350965,2019-10-06
350966,2019-09-30
350967,2019-10-26
350968,2019-10-18
350969,2019-10-15
350970,2019-10-30
350971,2019-10-13
350972,2019-10-24
350973,2019-10-19
350974,2019-10-06
350975,2019-10-05
350976,2019-10-02
350977,2019-10-14
350978,2019-10-21
350979,2019-10-13
350980,2019-07-26
350981,2019-10-01
350982,2019-10-28
350983,2019-10-23
350984,2019-10-19
350985,2019-10-05
350986,2019-10-12
350987,2019-09-19
350988,2019-10-14
350989,2019-10-18
350990,2019-10-26
350991,2019-10-27
350992,2019-09-26
350993,2019-10-30
350994,2019-10-11
350995,2019-10-25
350996,2019-10-18
350997,2019-10-14
350998,2019-10-05
350999,2019-10-01
351000,2019-10-05
351001,2019-10-09
351002,2019-10-21
351003,2019-10-15
351004,2019-10-26
351005,2019-10-28
351006,2019-10-20
351007,2019-10-12
351008,2019-08-11
351009,2019-10-03
351010,2019-07-13
351011,2019-10-27
351012,2019-10-17
351013,2019-10-25
351014,2019-10-08
351015,2019-10-18
351016,2019-07-18
351017,2019-10-23
351018,2019-10-17
351019,2019-10-07
351020,2019-09-18
351021,2019-10-10
351022,2019-10-11
351023,2019-08-21
351024,2019-10-07
351025,2019-10-11
351026,2019-10-18
351027,2019-10-02
351028,2019-10-06
351029,2019-10-01
351030,2019-10-12
351031,2019-10-17
351032,2019-10-25
351033,2019-10-08
351034,2019-10-12
351035,2019-10-23
351036,2019-10-23
351037,2019-10-02
351038,2019-10-09
351039,2019-07-24
351040,2019-10-09
351041,2019-10-02
351042,2019-10-29
351043,2019-10-17
351044,2019-07-10
351045,2019-10-30
351046,2019-10-07
351047,2019-10-22
351048,2019-10-09
351049,2019-09-23
351050,2019-10-21
351051,2019-10-06
351052,2019-07-15
351053,2019-10-30
351054,2019-10-28
351055,2019-10-30
351056,2019-10-21
351057,2019-10-08
351058,2019-10-11
351059,2019-08-18
351060,2019-10-23
351061,2019-10-15
351062,2019-08-22
351063,2019-10-05
351064,2019-10-02
351065,2019-10-28
351066,2019-10-25
351067,2019-10-19
351068,2019-10-02
351069,2019-10-01
351070,2019-10-15
351071,2019-10-24
351072,2019-10-02
351073,2019-10-30
351074,2019-10-17
351075,2019-08-25
351076,2019-10-21
351077,2019-10-12
351078,2019-09-28
351079,2019-10-02
351080,2019-10-15
351081,2019-10-09
351082,2019-08-24
351083,2019-10-23
351084,2019-10-29
351085,2019-10-25
351086,2019-10-28
351087,2019-09-21
351088,2019-10-28
351089,2019-10-18
351090,2019-10-11
351091,2019-10-30
351092,2019-10-10
351093,2019-10-07
351094,2019-10-01
351095,2019-10-06
351096,2019-10-09
351097,2019-10-27
351098,2019-10-22
351099,2019-10-26
351100,2019-10-15
351101,2019-10-04
351102,2019-10-03
351103,2019-08-01
351104,2019-10-05
351105,2019-10-04
351106,2019-10-15
351107,2019-10-06
351108,2019-08-30
351109,2019-10-20
351110,2019-07-15
351111,2019-10-26
351112,2019-10-28
351113,2019-10-12
351114,2019-10-02
351115,2019-08-25
351116,2019-10-24
351117,2019-10-28
351118,2019-10-23
351119,2019-10-25
351120,2019-10-12
351121,2019-10-19
351122,2019-10-06
351123,2019-10-03
351124,2019-10-23
351125,2019-10-03
351126,2019-08-10
351127,2019-09-18
351128,2019-10-14
351129,2019-08-16
351130,2019-10-02
351131,2019-10-07
351132,2019-10-12
351133,2019-10-10
351134,2019-10-30
351135,2019-10-17
351136,2019-10-27
351137,2019-10-07
351138,2019-09-22
351139,2019-08-24
351140,2019-10-18
351141,2019-10-24
351142,2019-10-22
351143,2019-10-17
351144,2019-08-04
351145,2019-10-19
351146,2019-10-18
351147,2019-10-26
351148,2019-10-12
351149,2019-10-08
351150,2019-10-16
351151,2019-10-14
351152,2019-10-22
351153,2019-10-01
351154,2019-10-26
351155,2019-10-11
351156,2019-10-11
351157,2019-08-07
351158,2019-10-11
351159,2019-10-12
351160,2019-10-24
351161,2019-08-11
351162,2019-10-28
351163,2019-10-13
351164,2019-09-01
351165,2019-10-23
351166,2019-10-02
351167,2019-07-28
351168,2019-10-02
351169,2019-10-28
351170,2019-10-18
351171,2019-10-20
351172,2019-10-02
351173,2019-10-17
351174,2019-09-05
351175,2019-10-12
351176,2019-10-10
351177,2019-10-24
351178,2019-10-15
351179,2019-10-27
351180,2019-10-09
351181,2019-10-09
351182,2019-10-06
351183,2019-10-20
351184,2019-10-07
351185,2019-07-05
351186,2019-10-20
351187,2019-10-06
351188,2019-10-16
351189,2019-10-12
351190,2019-10-24
351191,2019-10-27
351192,2019-10-26
351193,2019-10-05
351194,2019-10-27
351195,2019-10-01
351196,2019-10-28
351197,2019-10-19
351198,2019-10-13
351199,2019-10-28
351200,2019-07-25
351201,2019-10-04
351202,2019-10-02
351203,2019-10-20
351204,2019-10-17
351205,2019-10-11
351206,2019-10-06
351207,2019-10-01
351208,2019-07-13
351209,2019-10-13
351210,2019-10-27
351211,2019-07-16
351212,2019-10-22
351213,2019-08-02
351214,2019-07-22
351215,2019-10-28
351216,2019-10-04
351217,2019-10-06
351218,2019-10-04
351219,2019-10-12
351220,2019-10-19
351221,2019-10-30
351222,2019-10-30
351223,2019-08-15
351224,2019-10-16
351225,2019-10-20
351226,2019-08-22
351227,2019-07-25
351228,2019-10-05
351229,2019-10-05
351230,2019-10-17
351231,2019-10-26
351232,2019-07-25
351233,2019-10-04
351234,2019-07-15
351235,2019-10-24
351236,2019-07-04
351237,2019-10-07
351238,2019-10-30
351239,2019-10-07
351240,2019-10-11
351241,2019-10-26
351242,2019-10-22
351243,2019-10-18
351244,2019-10-28
351245,2019-10-01
351246,2019-10-30
351247,2019-10-16
351248,2019-07-13
351249,2019-10-29
351250,2019-10-22
351251,2019-09-15
351252,2019-10-19
351253,2019-08-04
351254,2019-08-31
351255,2019-10-28
351256,2019-10-07
351257,2019-10-13
351258,2019-10-30
351259,2019-10-08
351260,2019-10-10
351261,2019-10-03
351262,2019-10-27
351263,2019-10-07
351264,2019-10-05
351265,2019-10-03
351266,2019-10-03
351267,2019-10-08
351268,2019-09-27
351269,2019-07-07
351270,2019-10-24
351271,2019-10-05
351272,2019-07-30
351273,2019-10-21
351274,2019-10-27
351275,2019-10-08
351276,2019-10-08
351277,2019-10-24
351278,2019-10-01
351279,2019-10-03
351280,2019-09-25
351281,2019-10-22
351282,2019-10-24
351283,2019-10-01
351284,2019-10-20
351285,2019-10-29
351286,2019-10-17
351287,2019-10-21
351288,2019-10-05
351289,2019-07-02
351290,2019-10-27
351291,2019-10-24
351292,2019-10-23
351293,2019-10-16
351294,2019-10-02
351295,2019-08-03
351296,2019-10-20
351297,2019-10-09
351298,2019-10-27
351299,2019-07-16
351300,2019-10-03
351301,2019-09-13
351302,2019-10-18
351303,2019-10-09
351304,2019-10-29
351305,2019-10-18
351306,2019-10-24
351307,2019-10-21
351308,2019-10-18
351309,2019-10-11
351310,2019-09-11
351311,2019-10-30
351312,2019-10-16
351313,2019-10-21
351314,2019-10-21
351315,2019-10-08
351316,2019-10-14
351317,2019-10-11
351318,2019-09-08
351319,2019-10-21
351320,2019-10-02
351321,2019-10-17
351322,2019-10-10
351323,2019-10-01
351324,2019-10-28
351325,2019-10-04
351326,2019-09-11
351327,2019-10-07
351328,2019-10-24
351329,2019-10-16
351330,2019-10-17
351331,2019-10-23
351332,2019-10-05
351333,2019-10-03
351334,2019-10-01
351335,2019-10-17
351336,2019-10-20
351337,2019-10-10
351338,2019-10-01
351339,2019-10-13
351340,2019-10-19
351341,2019-10-02
351342,2019-10-14
351343,2019-10-24
351344,2019-08-13
351345,2019-10-30
351346,2019-10-15
351347,2019-08-25
351348,2019-10-02
351349,2019-10-21
351350,2019-10-11
351351,2019-10-03
351352,2019-10-26
351353,2019-10-16
351354,2019-10-16
351355,2019-10-13
351356,2019-07-29
351357,2019-08-15
351358,2019-10-26
351359,2019-07-03
351360,2019-10-04
351361,2019-10-03
351362,2019-10-30
351363,2019-10-24
351364,2019-10-01
351365,2019-10-14
351366,2019-10-30
351367,2019-08-08
351368,2019-10-15
351369,2019-07-16
351370,2019-10-30
351371,2019-10-14
351372,2019-09-08
351373,2019-10-23
351374,2019-10-16
351375,2019-10-02
351376,2019-09-15
351377,2019-10-09
351378,2019-10-11
351379,2019-10-22
351380,2019-10-10
351381,2019-10-24
351382,2019-10-08
351383,2019-10-14
351384,2019-10-09
351385,2019-10-25
351386,2019-10-20
351387,2019-10-17
351388,2019-10-26
351389,2019-09-04
351390,2019-10-04
351391,2019-07-30
351392,2019-08-18
351393,2019-08-01
351394,2019-10-09
351395,2019-10-05
351396,2019-10-22
351397,2019-10-15
351398,2019-10-12
351399,2019-08-06
351400,2019-10-10
351401,2019-09-03
351402,2019-09-24
351403,2019-10-12
351404,2019-10-13
351405,2019-10-11
351406,2019-07-10
351407,2019-10-28
351408,2019-10-23
351409,2019-07-12
351410,2019-10-10
351411,2019-10-08
351412,2019-10-29
351413,2019-10-06
351414,2019-10-05
351415,2019-08-26
351416,2019-10-07
351417,2019-10-29
351418,2019-10-28
351419,2019-10-11
351420,2019-10-27
351421,2019-09-15
351422,2019-10-27
351423,2019-07-01
351424,2019-10-25
351425,2019-07-12
351426,2019-09-01
351427,2019-10-14
351428,2019-10-22
351429,2019-10-06
351430,2019-10-03
351431,2019-10-29
351432,2019-10-26
351433,2019-10-23
351434,2019-08-20
351435,2019-10-17
351436,2019-10-13
351437,2019-10-23
351438,2019-10-07
351439,2019-07-07
351440,2019-10-05
351441,2019-09-10
351442,2019-10-21
351443,2019-10-21
351444,2019-10-29
351445,2019-10-29
351446,2019-10-11
351447,2019-10-28
351448,2019-10-18
351449,2019-10-10
351450,2019-08-06
351451,2019-10-19
351452,2019-10-03
351453,2019-10-29
351454,2019-10-05
351455,2019-08-23
351456,2019-09-27
351457,2019-10-08
351458,2019-10-13
351459,2019-10-20
351460,2019-10-10
351461,2019-10-28
351462,2019-10-22
351463,2019-10-25
351464,2019-10-12
351465,2019-10-02
351466,2019-10-22
351467,2019-10-20
351468,2019-10-18
351469,2019-10-05
351470,2019-10-05
351471,2019-07-06
351472,2019-09-25
351473,2019-10-16
351474,2019-10-30
351475,2019-10-27
351476,2019-08-15
351477,2019-10-27
351478,2019-10-14
351479,2019-10-07
351480,2019-10-03
351481,2019-10-01
351482,2019-10-09
351483,2019-08-15
351484,2019-10-26
351485,2019-10-16
351486,2019-10-10
351487,2019-10-20
351488,2019-10-11
351489,2019-10-13
351490,2019-08-23
351491,2019-08-02
351492,2019-10-22
351493,2019-10-11
351494,2019-07-18
351495,2019-09-27
351496,2019-10-09
351497,2019-10-11
351498,2019-10-06
351499,2019-09-09
351500,2019-10-08
351501,2019-08-07
351502,2019-10-22
351503,2019-10-24
351504,2019-07-25
351505,2019-10-16
351506,2019-10-09
351507,2019-10-19
351508,2019-07-24
351509,2019-10-11
351510,2019-07-18
351511,2019-10-11
351512,2019-10-05
351513,2019-10-18
351514,2019-10-10
351515,2019-10-20
351516,2019-10-04
351517,2019-07-14
351518,2019-07-09
351519,2019-10-24
351520,2019-09-27
351521,2019-10-01
351522,2019-10-30
351523,2019-09-14
351524,2019-10-22
351525,2019-10-10
351526,2019-10-08
351527,2019-10-05
351528,2019-09-08
351529,2019-10-10
351530,2019-09-29
351531,2019-10-05
351532,2019-10-25
351533,2019-10-08
351534,2019-10-15
351535,2019-10-16
351536,2019-10-22
351537,2019-10-22
351538,2019-10-23
351539,2019-10-10
351540,2019-08-22
351541,2019-10-29
351542,2019-10-06
351543,2019-10-27
351544,2019-08-22
351545,2019-10-08
351546,2019-10-13
351547,2019-10-15
351548,2019-10-16
351549,2019-10-05
351550,2019-10-16
351551,2019-10-10
351552,2019-10-18
351553,2019-10-21
351554,2019-09-02
351555,2019-10-27
351556,2019-10-11
351557,2019-08-27
351558,2019-10-15
351559,2019-10-13
351560,2019-10-22
351561,2019-10-10
351562,2019-10-08
351563,2019-10-01
351564,2019-10-27
351565,2019-10-17
351566,2019-10-22
351567,2019-10-25
351568,2019-08-21
351569,2019-08-20
351570,2019-10-23
351571,2019-10-28
351572,2019-10-30
351573,2019-10-04
351574,2019-10-28
351575,2019-10-17
351576,2019-10-17
351577,2019-10-21
351578,2019-10-29
351579,2019-07-26
351580,2019-10-08
351581,2019-10-10
351582,2019-08-23
351583,2019-10-15
351584,2019-10-06
351585,2019-10-28
351586,2019-10-05
351587,2019-10-09
351588,2019-10-23
351589,2019-10-20
351590,2019-08-30
351591,2019-09-01
351592,2019-10-18
351593,2019-10-01
351594,2019-10-10
351595,2019-10-02
351596,2019-08-15
351597,2019-08-24
351598,2019-10-02
351599,2019-10-09
351600,2019-10-28
351601,2019-10-06
351602,2019-10-27
351603,2019-10-25
351604,2019-10-18
351605,2019-10-03
351606,2019-10-14
351607,2019-10-04
351608,2019-10-02
351609,2019-10-09
351610,2019-10-04
351611,2019-10-12
351612,2019-10-19
351613,2019-10-16
351614,2019-10-30
351615,2019-10-01
351616,2019-10-28
351617,2019-10-08
351618,2019-10-14
351619,2019-10-29
351620,2019-10-17
351621,2019-10-21
351622,2019-09-21
351623,2019-10-22
351624,2019-10-09
351625,2019-10-03
351626,2019-08-15
351627,2019-10-03
351628,2019-09-07
351629,2019-07-24
351630,2019-10-16
351631,2019-10-06
351632,2019-10-11
351633,2019-07-03
351634,2019-10-01
351635,2019-10-28
351636,2019-10-06
351637,2019-10-05
351638,2019-10-01
351639,2019-10-01
351640,2019-10-30
351641,2019-10-26
351642,2019-10-25
351643,2019-10-16
351644,2019-10-29
351645,2019-10-02
351646,2019-10-20
351647,2019-10-08
351648,2019-08-29
351649,2019-09-09
351650,2019-10-06
351651,2019-07-31
351652,2019-10-29
351653,2019-07-31
351654,2019-10-07
351655,2019-08-19
351656,2019-10-25
351657,2019-10-22
351658,2019-10-26
351659,2019-10-05
351660,2019-10-24
351661,2019-10-14
351662,2019-10-22
351663,2019-10-19
351664,2019-10-04
351665,2019-09-17
351666,2019-10-25
351667,2019-08-25
351668,2019-10-05
351669,2019-09-15
351670,2019-10-14
351671,2019-10-19
351672,2019-08-14
351673,2019-10-26
351674,2019-10-30
351675,2019-10-14
351676,2019-10-08
351677,2019-07-09
351678,2019-10-15
351679,2019-10-05
351680,2019-10-16
351681,2019-10-16
351682,2019-09-09
351683,2019-10-21
351684,2019-10-09
351685,2019-10-30
351686,2019-10-13
351687,2019-10-30
351688,2019-10-23
351689,2019-10-02
351690,2019-08-05
351691,2019-10-04
351692,2019-10-04
351693,2019-10-07
351694,2019-10-20
351695,2019-10-23
351696,2019-10-13
351697,2019-10-25
351698,2019-10-13
351699,2019-09-18
351700,2019-10-21
351701,2019-10-17
351702,2019-10-12
351703,2019-10-06
351704,2019-10-28
351705,2019-07-22
351706,2019-08-26
351707,2019-10-21
351708,2019-10-18
351709,2019-10-15
351710,2019-10-30
351711,2019-10-22
351712,2019-10-12
351713,2019-10-23
351714,2019-10-16
351715,2019-10-18
351716,2019-10-20
351717,2019-10-04
351718,2019-08-19
351719,2019-10-12
351720,2019-10-27
351721,2019-10-19
351722,2019-10-03
351723,2019-10-20
351724,2019-10-20
351725,2019-10-23
351726,2019-10-17
351727,2019-09-10
351728,2019-10-30
351729,2019-10-24
351730,2019-10-26
351731,2019-10-25
351732,2019-10-11
351733,2019-09-29
351734,2019-10-25
351735,2019-10-12
351736,2019-10-25
351737,2019-10-09
351738,2019-10-06
351739,2019-10-30
351740,2019-07-10
351741,2019-10-16
351742,2019-10-10
351743,2019-10-17
351744,2019-10-20
351745,2019-07-22
351746,2019-10-13
351747,2019-10-14
351748,2019-10-10
351749,2019-10-28
351750,2019-10-27
351751,2019-10-24
351752,2019-08-16
351753,2019-10-04
351754,2019-07-31
351755,2019-10-28
351756,2019-08-07
351757,2019-10-15
351758,2019-10-12
351759,2019-10-07
351760,2019-10-29
351761,2019-10-18
351762,2019-10-21
351763,2019-10-07
351764,2019-10-01
351765,2019-08-05
351766,2019-10-23
351767,2019-10-19
351768,2019-10-09
351769,2019-10-23
351770,2019-10-15
351771,2019-10-09
351772,2019-10-27
351773,2019-09-04
351774,2019-10-27
351775,2019-10-02
351776,2019-10-15
351777,2019-07-27
351778,2019-10-29
351779,2019-10-18
351780,2019-10-25
351781,2019-10-27
351782,2019-10-10
351783,2019-10-30
351784,2019-10-04
351785,2019-10-29
351786,2019-10-06
351787,2019-10-13
351788,2019-10-24
351789,2019-07-09
351790,2019-10-25
351791,2019-10-25
351792,2019-10-07
351793,2019-10-16
351794,2019-07-22
351795,2019-10-02
351796,2019-10-20
351797,2019-10-20
351798,2019-10-23
351799,2019-08-20
351800,2019-07-10
351801,2019-10-20
351802,2019-10-01
351803,2019-10-07
351804,2019-10-27
351805,2019-10-29
351806,2019-10-11
351807,2019-10-09
351808,2019-10-07
351809,2019-10-05
351810,2019-10-23
351811,2019-10-07
351812,2019-10-07
351813,2019-10-13
351814,2019-08-18
351815,2019-10-25
351816,2019-10-12
351817,2019-10-26
351818,2019-10-14
351819,2019-10-30
351820,2019-10-04
351821,2019-08-12
351822,2019-10-06
351823,2019-08-22
351824,2019-09-10
351825,2019-10-16
351826,2019-10-05
351827,2019-10-20
351828,2019-10-16
351829,2019-10-10
351830,2019-07-08
351831,2019-10-08
351832,2019-10-08
351833,2019-10-16
351834,2019-10-03
351835,2019-08-24
351836,2019-10-17
351837,2019-10-02
351838,2019-10-29
351839,2019-08-18
351840,2019-08-10
351841,2019-08-27
351842,2019-07-24
351843,2019-10-22
351844,2019-08-18
351845,2019-10-18
351846,2019-10-18
351847,2019-07-22
351848,2019-10-28
351849,2019-10-10
351850,2019-10-08
351851,2019-10-10
351852,2019-09-16
351853,2019-10-02
351854,2019-10-26
351855,2019-10-26
351856,2019-10-28
351857,2019-09-02
351858,2019-10-17
351859,2019-10-03
351860,2019-10-14
351861,2019-10-28
351862,2019-10-26
351863,2019-08-29
351864,2019-10-03
351865,2019-10-17
351866,2019-07-14
351867,2019-10-19
351868,2019-10-17
351869,2019-10-23
351870,2019-10-12
351871,2019-09-30
351872,2019-10-25
351873,2019-10-25
351874,2019-10-29
351875,2019-10-12
351876,2019-09-30
351877,2019-10-17
351878,2019-10-29
351879,2019-10-29
351880,2019-10-20
351881,2019-10-15
351882,2019-08-26
351883,2019-07-15
351884,2019-10-17
351885,2019-10-12
351886,2019-08-16
351887,2019-10-14
351888,2019-10-28
351889,2019-10-09
351890,2019-10-16
351891,2019-10-15
351892,2019-07-21
351893,2019-09-24
351894,2019-10-20
351895,2019-10-22
351896,2019-10-14
351897,2019-10-25
351898,2019-10-18
351899,2019-10-11
351900,2019-10-15
351901,2019-10-19
351902,2019-10-13
351903,2019-10-10
351904,2019-10-22
351905,2019-10-22
351906,2019-10-16
351907,2019-10-19
351908,2019-10-07
351909,2019-10-24
351910,2019-10-06
351911,2019-09-04
351912,2019-10-02
351913,2019-10-25
